formation_date,effective_date,signal_date,variant,lexicon,lambda,direction,ticker,sector,base_weight,ticker_z,tilt_multiplier,pre_normalisation_weight,target_weight,signal_available,clipped_to_zero,fallback_used
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,EA,Comm,0.0729812127635367,,1.0,0.0729812127635367,0.0729812127635367,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,GE,Industrials,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,GILD,Healthcare,0.1274789621574037,,1.0,0.1274789621574037,0.1274789621574037,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,GS,Financials,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,INTC,Tech,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,KO,Consumer,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,MMM,Industrials,0.0776387988030866,,1.0,0.0776387988030866,0.0776387988030866,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,MRK,Healthcare,0.0576928357561538,,1.0,0.0576928357561538,0.0576928357561538,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,MS,Financials,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,NEE,Utilities,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,NEM,Materials,0.1370928019517124,,1.0,0.1370928019517124,0.1370928019517124,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,NKE,Consumer,0.0051060188174751,,1.0,0.0051060188174751,0.0051060188174751,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,NUE,Materials,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,NVDA,Tech,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,O,RealEstate,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,OXY,Energy,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,PLD,RealEstate,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,PSA,RealEstate,0.0762799830113868,,1.0,0.0762799830113868,0.0762799830113868,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,QCOM,Tech,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,SBUX,Consumer,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,SHW,Materials,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,SLB,Energy,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,SO,Utilities,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,T,Comm,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,TMUS,Comm,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,TTWO,Comm,0.0374742215388395,,1.0,0.0374742215388395,0.0374742215388395,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,UPS,Industrials,0.0140816005752145,,1.0,0.0140816005752145,0.0140816005752145,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,USB,Financials,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,V,Financials,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,WFC,Financials,0.0,,1.0,0.0,0.0,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,WMT,Consumer,0.2310510472439074,,1.0,0.2310510472439074,0.2310510472439074,False,False,False
2020-12-31,2021-01-04,2020-12-31,Equity-Only Minimum Variance,none,0.0,base,XOM,Energy,0.0,,1.0,0.0,0.0,False,False,False
2021-01-29,2021-02-01,2021-01-29,Equity-Only Minimum Variance,none,0.0,base,ABBV,Healthcare,0.14909471704127,,1.0,0.14909471704127,0.14909471704127,False,False,False
2021-01-29,2021-02-01,2021-01-29,Equity-Only Minimum Variance,none,0.0,base,ABT,Healthcare,0.0,,1.0,0.0,0.0,False,False,False
2021-01-29,2021-02-01,2021-01-29,Equity-Only Minimum Variance,none,0.0,base,ADBE,Tech,0.0,,1.0,0.0,0.0,False,False,False
2021-01-29,2021-02-01,2021-01-29,Equity-Only Minimum Variance,none,0.0,base,AEP,Utilities,0.0,,1.0,0.0,0.0,False,False,False
2021-01-29,2021-02-01,2021-01-29,Equity-Only Minimum Variance,none,0.0,base,AMD,Tech,0.0,,1.0,0.0,0.0,False,False,False
2021-01-29,2021-02-01,2021-01-29,Equity-Only Minimum Variance,none,0.0,base,AMGN,Healthcare,0.0,,1.0,0.0,0.0,False,False,False
