date,ticker,extended_z_expanding
2021-08-05,AEP,
2021-08-05,AMD,0.2211747693240826
2021-08-05,AMGN,
2021-08-05,AMT,
2021-08-05,BA,
2021-08-05,CAT,-0.2733337022325556
2021-08-05,CCI,
2021-08-05,CMCSA,-1.20451725619507
2021-08-05,COP,
2021-08-05,CVX,0.1856445668140085
2021-08-05,D,
2021-08-05,DD,
2021-08-05,DIS,1.8295647842788267
2021-08-05,DOW,-0.10354393535768806
2021-08-05,DUK,0.17863832878128513
2021-08-05,EA,0.44712740580437743
2021-08-05,GE,0.7561811842654269
2021-08-05,GILD,0.9018627652746907
2021-08-05,GS,0.7282534990808458
2021-08-05,INTC,-0.4398237095184354
2021-08-05,KO,2.6977053956796455
2021-08-05,MMM,-0.21700162002585113
2021-08-05,MRK,1.4293856007151287
2021-08-05,MS,0.14377122200077908
2021-08-05,NEE,-0.2853768150032144
2021-08-05,NEM,-0.20062477501645395
2021-08-05,NKE,0.1519511360340239
2021-08-05,NUE,
2021-08-05,NVDA,
2021-08-05,O,
2021-08-05,OXY,
2021-08-05,PLD,
2021-08-05,PSA,
2021-08-05,QCOM,-0.234366347661431
2021-08-05,SBUX,-0.31967113212938325
2021-08-05,SHW,
2021-08-05,SLB,
2021-08-05,SO,
2021-08-05,T,0.7793555338586411
2021-08-05,TMUS,
2021-08-05,TTWO,0.0902987241663848
2021-08-05,UPS,-0.38900216096762213
2021-08-05,USB,-0.2640616408336973
2021-08-05,V,-0.451952324468706
2021-08-05,WFC,-0.8695463314739721
2021-08-05,WMT,0.3642843610402065
2021-08-05,XOM,-0.5054102287324097
2021-08-06,ABBV,1.9532298797838703
2021-08-06,ABT,-0.3896000324804529
2021-08-06,ADBE,-0.7108351126093866
2021-08-06,AEP,
2021-08-06,AMD,-0.622098577092074
2021-08-06,AMGN,-0.30198211978916134
2021-08-06,AMT,
2021-08-06,BA,
2021-08-06,CAT,
2021-08-06,CCI,
2021-08-06,CMCSA,
2021-08-06,COP,-0.4355130882589089
2021-08-06,CVX,0.38901500044839643
2021-08-06,D,
2021-08-06,DD,
2021-08-06,DIS,-0.5337402629486442
2021-08-06,DOW,
2021-08-06,DUK,
2021-08-06,EA,-1.23049152086055
2021-08-06,GE,-1.2160651147402495
2021-08-06,GILD,
2021-08-06,GS,-0.5180538075143185
2021-08-06,INTC,-0.2108361931758299
2021-08-06,KO,
2021-08-06,MMM,
2021-08-06,MRK,0.24311544561055226
2021-08-06,MS,0.5627991774355211
2021-08-06,NEE,
2021-08-06,NEM,-0.15959529648131332
2021-08-06,NKE,0.2512217403994616
2021-08-06,NUE,
2021-08-06,NVDA,
2021-08-06,O,-0.7604200487073132
2021-08-06,OXY,
2021-08-06,PLD,
2021-08-06,PSA,
2021-08-06,QCOM,0.6293784436569662
2021-08-06,SBUX,-0.2910946444613507
2021-08-06,SHW,
2021-08-06,SLB,1.6030196909031196
2021-08-06,SO,
2021-08-06,T,-0.45232367257579537
2021-08-06,TMUS,0.6437540732085459
2021-08-06,TTWO,-2.0207906583324795
2021-08-06,UPS,
2021-08-06,USB,
2021-08-06,V,-0.3895690952655928
2021-08-06,WFC,
2021-08-06,WMT,0.6025466691941674
2021-08-06,XOM,-3.1169262480736757
2021-08-09,ABBV,0.6871014734502982
2021-08-09,ABT,
2021-08-09,ADBE,0.4421668633251912
2021-08-09,AEP,
2021-08-09,AMD,-0.36541520533881827
2021-08-09,AMGN,-0.3002041628681985
2021-08-09,AMT,-0.4500874246752752
2021-08-09,BA,
2021-08-09,CAT,1.0556610039761245
2021-08-09,CCI,
2021-08-09,CMCSA,0.3181499823286429
2021-08-09,COP,
2021-08-09,CVX,-0.15455205143744985
2021-08-09,D,-0.2713188736415843
2021-08-09,DD,
2021-08-09,DIS,-0.5346390470454254
2021-08-09,DOW,
2021-08-09,DUK,-0.40076558814732455
2021-08-09,EA,-2.1674444820916654
2021-08-09,GE,
2021-08-09,GILD,-0.3746031881732238
2021-08-09,GS,0.6315907833912718
2021-08-09,INTC,-0.4682650360269728
2021-08-09,KO,-0.31748239034424147
2021-08-09,MMM,-0.24234543584822713
2021-08-09,MRK,0.2323614403062728
2021-08-09,MS,0.22048746476391798
2021-08-09,NEE,
2021-08-09,NEM,
