date,sector,baseline_compound,extended_compound,baseline_score_100,extended_score_100,baseline_z_expanding,extended_z_expanding,baseline_band,extended_band,headline_count,active_ticker_count,sector_universe_size,coverage_ratio
2021-01-06,Healthcare,-0.014325000000000004,0.131125,49.28375,56.55625,,,,,6,4,5,0.8
2021-01-06,Industrials,0.023733666666666663,0.023733666666666663,51.186683333333335,51.186683333333335,,,,,20,5,5,1.0
2021-01-06,Materials,0.4215,0.4215,71.075,71.075,,,,,1,1,5,0.2
2021-01-06,RealEstate,0.15855,0.15855,57.927499999999995,57.927499999999995,,,,,2,1,5,0.2
2021-01-06,Tech,0.160865,0.160865,58.04325,58.04325,,,,,12,3,5,0.6
2021-01-06,Utilities,,,,,,,,,0,0,5,0.0
2021-01-07,Comm,0.12009,0.12009,56.0045,56.0045,,,,,10,5,5,1.0
2021-01-07,Consumer,0.052100333333333325,0.01470533333333332,52.60501666666667,50.73526666666667,,,,,19,5,5,1.0
2021-01-07,Energy,-0.14996666666666666,-0.14996666666666666,42.501666666666665,42.501666666666665,,,,,6,3,5,0.6
2021-01-07,Financials,0.17286178571428573,0.18500464285714285,58.64308928571429,59.25023214285714,,,,,17,4,5,0.8
2021-01-07,Healthcare,-0.07236,-0.07236,46.382,46.382,,,,,12,5,5,1.0
2021-01-07,Industrials,0.06664,0.0632,53.332,53.16,,,,,14,5,5,1.0
2021-01-07,Materials,-0.12825,-0.12825,43.5875,43.5875,,,,,2,2,5,0.4
2021-01-07,RealEstate,0.0155,0.0155,50.775000000000006,50.775000000000006,,,,,3,3,5,0.6
2021-01-07,Tech,-0.03170333333333334,-0.03170333333333334,48.414833333333334,48.414833333333334,,,,,9,3,5,0.6
2021-01-07,Utilities,0.010175,0.010175,50.50875,50.50875,,,,,5,2,5,0.4
2021-01-08,Comm,-0.05441666666666667,-0.05441666666666667,47.27916666666667,47.27916666666667,,,,,4,3,5,0.6
2021-01-08,Consumer,0.180001,0.060594999999999996,59.00005,53.02975,,,,,15,5,5,1.0
2021-01-08,Energy,0.030842857142857144,0.030842857142857144,51.542142857142856,51.542142857142856,,,,,14,4,5,0.8
2021-01-08,Financials,0.13142500000000001,0.13142500000000001,56.571250000000006,56.571250000000006,,,,,10,3,5,0.6
2021-01-08,Healthcare,0.0284,0.0284,51.42,51.42,,,,,2,2,5,0.4
2021-01-08,Industrials,0.025335555555555556,0.025335555555555556,51.266777777777776,51.266777777777776,,,,,15,5,5,1.0
2021-01-08,Materials,0.00116,0.00116,50.058,50.058,,,,,6,2,5,0.4
2021-01-08,RealEstate,0.0077,0.0077,50.385000000000005,50.385000000000005,,,,,1,1,5,0.2
2021-01-08,Tech,0.15557500000000002,0.15557500000000002,57.77875,57.77875,,,,,9,4,5,0.8
2021-01-08,Utilities,0.07891666666666668,0.07891666666666668,53.94583333333334,53.94583333333334,,,,,7,3,5,0.6
2021-01-11,Comm,0.07097500000000001,0.07097500000000001,53.54875,53.54875,,,,,13,4,5,0.8
2021-01-11,Consumer,0.11077666666666666,0.11077666666666666,55.538833333333336,55.538833333333336,,,,,15,5,5,1.0
2021-01-11,Energy,-0.009986666666666673,-0.009986666666666673,49.50066666666667,49.50066666666667,,,,,10,5,5,1.0
2021-01-11,Financials,0.036391545893719804,0.017678502415458933,51.81957729468599,50.88392512077294,,,,,30,3,5,0.6
2021-01-11,Healthcare,0.038315714285714286,0.038315714285714286,51.91578571428571,51.91578571428571,,,,,15,5,5,1.0
2021-01-11,Industrials,0.069434375,0.041509375,53.471718749999994,52.07546875,,,,,20,4,5,0.8
2021-01-11,Materials,0.1162,0.1162,55.81,55.81,,,,,6,4,5,0.8
2021-01-11,RealEstate,0.3408333333333333,0.3408333333333333,67.04166666666667,67.04166666666667,,,,,3,3,5,0.6
2021-01-11,Tech,0.20951187500000001,0.20951187500000001,60.47559375,60.47559375,,,,,23,4,5,0.8
2021-01-11,Utilities,0.2697,0.2697,63.485,63.485,,,,,3,2,5,0.4
2021-01-12,Comm,-0.04706666666666667,-0.04706666666666667,47.64666666666667,47.64666666666667,,,,,6,3,5,0.6
2021-01-12,Consumer,0.07829666666666665,0.07829666666666665,53.914833333333334,53.914833333333334,,,,,20,5,5,1.0
2021-01-12,Energy,-0.025120833333333335,-0.009395833333333332,48.74395833333333,49.530208333333334,,,,,18,4,5,0.8
2021-01-12,Financials,0.10573986111111111,0.08993986111111112,55.286993055555556,54.496993055555556,,,,,25,4,5,0.8
2021-01-12,Healthcare,0.18223333333333333,0.18223333333333333,59.111666666666665,59.111666666666665,,,,,12,4,5,0.8
2021-01-12,Industrials,0.14399166666666668,0.10401944444444444,57.19958333333334,55.20097222222222,,,,,15,4,5,0.8
2021-01-12,Materials,0.0,0.0,50.0,50.0,,,,,2,2,5,0.4
2021-01-12,RealEstate,0.007333333333333334,0.007333333333333334,50.366666666666674,50.366666666666674,,,,,7,2,5,0.4
2021-01-12,Tech,-0.055549999999999995,-0.055549999999999995,47.222500000000004,47.222500000000004,,,,,7,2,5,0.4
2021-01-12,Utilities,0.33945000000000003,0.33945000000000003,66.9725,66.9725,,,,,4,3,5,0.6
2021-01-13,Comm,-0.15038749999999998,-0.15038749999999998,42.480624999999996,42.480624999999996,,,,,10,4,5,0.8
2021-01-13,Consumer,-0.020394999999999996,-0.005582499999999997,48.980250000000005,49.720875,,,,,15,4,5,0.8
2021-01-13,Energy,0.0537375,0.0537375,52.686875,52.686875,,,,,9,2,5,0.4
2021-01-13,Financials,0.10027604166666666,0.12815937500000002,55.01380208333333,56.40796875,,,,,15,4,5,0.8
2021-01-13,Healthcare,0.046745833333333334,0.046745833333333334,52.337291666666665,52.337291666666665,,,,,10,4,5,0.8
2021-01-13,Industrials,0.1144284090909091,0.09841477272727273,55.72142045454546,54.920738636363645,,,,,15,4,5,0.8
2021-01-13,Materials,0.01615,0.01615,50.807500000000005,50.807500000000005,,,,,2,2,5,0.4
2021-01-13,RealEstate,0.36395,0.36395,68.1975,68.1975,,,,,4,2,5,0.4
2021-01-13,Tech,0.054275698757763974,0.08087228260869564,52.7137849378882,54.04361413043478,,,,,36,4,5,0.8
2021-01-13,Utilities,0.023944444444444445,0.023944444444444445,51.19722222222223,51.19722222222223,,,,,5,3,5,0.6
2021-01-14,Comm,0.011871666666666668,-0.03832833333333333,50.593583333333335,48.08358333333334,,,,,12,4,5,0.8
2021-01-14,Consumer,0.031535,0.031535,51.576750000000004,51.576750000000004,,,,,17,5,5,1.0
2021-01-14,Energy,0.005958333333333334,0.04905,50.297916666666666,52.4525,,,,,8,3,5,0.6
2021-01-14,Financials,0.15842857142857142,0.15842857142857142,57.92142857142857,57.92142857142857,,,,,20,4,5,0.8
2021-01-14,Healthcare,0.04220000000000001,0.04220000000000001,52.11,52.11,,,,,7,4,5,0.8
2021-01-14,Industrials,0.05194166666666667,0.05194166666666667,52.59708333333334,52.59708333333334,,,,,8,3,5,0.6
2021-01-14,Materials,0.0194,0.0194,50.970000000000006,50.970000000000006,,,,,1,1,5,0.2
2021-01-14,RealEstate,0.0077,0.0077,50.385000000000005,50.385000000000005,,,,,1,1,5,0.2
2021-01-14,Tech,0.08266666666666665,0.08266666666666665,54.13333333333333,54.13333333333333,,,,,16,3,5,0.6
2021-01-14,Utilities,-0.5676,-0.5676,21.62,21.62,,,,,1,1,5,0.2
2021-01-15,Comm,0.015916666666666666,0.015916666666666666,50.79583333333333,50.79583333333333,,,,,6,1,5,0.2
2021-01-15,Consumer,0.011461666666666665,0.011461666666666665,50.57308333333334,50.57308333333334,,,,,21,5,5,1.0
2021-01-15,Energy,-0.015342307692307693,-0.015342307692307693,49.23288461538461,49.23288461538461,,,,,18,4,5,0.8
2021-01-15,Financials,0.009346753246753253,0.03448392857142857,50.46733766233766,51.724196428571425,,,,,35,4,5,0.8
2021-01-15,Healthcare,0.18468333333333334,0.18468333333333334,59.23416666666667,59.23416666666667,,,,,5,3,5,0.6
2021-01-15,Industrials,-0.050293333333333336,-0.050293333333333336,47.48533333333334,47.48533333333334,,,,,11,5,5,1.0
2021-01-15,Materials,-0.05038888888888889,0.03739444444444443,47.480555555555554,51.86972222222222,,,,,6,3,5,0.6
2021-01-15,RealEstate,0.1031125,0.1031125,55.155625,55.155625,,,,,5,4,5,0.8
2021-01-15,Tech,0.054517499999999997,0.054517499999999997,52.725875,52.725875,,,,,15,4,5,0.8
2021-01-15,Utilities,0.0207,0.0207,51.035,51.035,,,,,1,1,5,0.2
2021-01-19,Comm,-0.04298,-0.04298,47.851,47.851,,,,,14,4,5,0.8
2021-01-19,Consumer,0.05317109090909091,0.06748745454545454,52.65855454545455,53.37437272727272,,,,,58,5,5,1.0
2021-01-19,Energy,0.14099791666666667,0.07559791666666668,57.04989583333333,53.779895833333335,,,,,12,4,5,0.8
2021-01-19,Financials,0.12108888888888888,0.12765972222222222,56.05444444444444,56.38298611111111,,,,,31,4,5,0.8
2021-01-19,Healthcare,0.07205800000000001,0.07205800000000001,53.6029,53.6029,,,,,12,5,5,1.0
2021-01-19,Industrials,0.023925098039215685,0.023925098039215685,51.19625490196078,51.19625490196078,,,,,25,5,5,1.0
2021-01-19,Materials,0.0475,-0.2141,52.37500000000001,39.295,,,,,2,2,5,0.4
2021-01-19,RealEstate,0.18705000000000002,0.18705000000000002,59.3525,59.3525,,,,,2,2,5,0.4
2021-01-19,Tech,0.11445403846153847,0.12218288461538462,55.722701923076926,56.109144230769225,,,,,21,4,5,0.8
2021-01-19,Utilities,0.01895,0.01895,50.9475,50.9475,,,,,4,3,5,0.6
2021-01-20,Comm,-0.1760125,-0.1760125,41.199374999999996,41.199374999999996,,,,,6,4,5,0.8
2021-01-20,Consumer,-0.02241375,-0.08045,48.8793125,45.9775,,,,,17,4,5,0.8
2021-01-20,Energy,-0.08537499999999999,-0.08537499999999999,45.73125,45.73125,,,,,4,1,5,0.2
2021-01-20,Financials,0.09914163865546219,0.11925928571428575,54.95708193277311,55.96296428571429,,,,,35,5,5,1.0
2021-01-20,Healthcare,0.31666666666666665,0.31666666666666665,65.83333333333333,65.83333333333333,,,,,4,3,5,0.6
2021-01-20,Industrials,0.05006000000000001,0.071868,52.503,53.5934,,,,,12,5,5,1.0
2021-01-20,Materials,0.0194,0.0194,50.970000000000006,50.970000000000006,,,,,1,1,5,0.2
2021-01-20,RealEstate,0.0884375,0.0884375,54.421875,54.421875,,,,,5,4,5,0.8
2021-01-20,Tech,0.07783333333333332,0.07783333333333332,53.89166666666667,53.89166666666667,,,,,14,4,5,0.8
2021-01-20,Utilities,0.01065,0.01065,50.5325,50.5325,,,,,3,2,5,0.4
2021-01-21,Comm,0.03079166666666666,0.03079166666666666,51.539583333333326,51.539583333333326,,,,,10,4,5,0.8
2021-01-21,Consumer,0.058905625,0.058905625,52.94528125,52.94528125,,,,,17,4,5,0.8
2021-01-21,Energy,0.02124,0.02124,51.062,51.062,,,,,8,5,5,1.0
2021-01-21,Financials,0.14171166666666668,0.14171166666666668,57.08558333333333,57.08558333333333,,,,,14,5,5,1.0
2021-01-21,Healthcare,0.00038333333333333334,0.00038333333333333334,50.01916666666667,50.01916666666667,,,,,4,3,5,0.6
2021-01-21,Industrials,0.14607499999999998,0.14607499999999998,57.30375,57.30375,,,,,4,2,5,0.4
2021-01-21,Materials,-0.058699999999999995,-0.058699999999999995,47.065,47.065,,,,,4,4,5,0.8
2021-01-21,RealEstate,,,,,,,,,0,0,5,0.0
2021-01-21,Tech,0.11985833333333332,0.11985833333333332,55.99291666666667,55.99291666666667,,,,,19,4,5,0.8
2021-01-21,Utilities,0.009,0.009,50.449999999999996,50.449999999999996,,,,,1,1,5,0.2
2021-01-22,Comm,0.18289999999999998,0.18289999999999998,59.145,59.145,,,,,12,3,5,0.6
2021-01-22,Consumer,0.05479375,0.06541875,52.7396875,53.2709375,,,,,19,4,5,0.8
2021-01-22,Energy,-0.1909225,-0.1909225,40.453875000000004,40.453875000000004,,,,,18,5,5,1.0
2021-01-22,Financials,0.12379250000000001,0.0938225,56.189625,54.691125,,,,,10,4,5,0.8
2021-01-22,Healthcare,0.0,0.0,50.0,50.0,,,,,2,2,5,0.4
2021-01-22,Industrials,0.09797499999999999,0.09797499999999999,54.89874999999999,54.89874999999999,,,,,3,2,5,0.4
2021-01-22,Materials,-0.1852,-0.1852,40.739999999999995,40.739999999999995,,,,,1,1,5,0.2
2021-01-22,RealEstate,,,,,,,,,0,0,5,0.0
2021-01-22,Tech,0.09213833333333334,0.09213833333333334,54.60691666666667,54.60691666666667,,,,,19,4,5,0.8
2021-01-22,Utilities,0.0073,0.0073,50.365,50.365,,,,,3,3,5,0.6
2021-01-25,Comm,0.05551380952380952,0.05551380952380952,52.775690476190476,52.775690476190476,,,,,26,5,5,1.0
2021-01-25,Consumer,0.04069249999999999,0.04069249999999999,52.034625,52.034625,,,,,25,5,5,1.0
2021-01-25,Energy,0.17308888888888888,0.17308888888888888,58.654444444444444,58.654444444444444,,,,,5,3,5,0.6
2021-01-25,Financials,0.17917916666666667,0.17917916666666667,58.958958333333335,58.958958333333335,,,,,17,4,5,0.8
2021-01-25,Healthcare,0.062469,0.062469,53.123450000000005,53.123450000000005,,,,,25,5,5,1.0
2021-01-25,Industrials,0.17159083333333336,0.16154333333333334,58.57954166666667,58.07716666666667,,,,,26,5,5,1.0
2021-01-25,Materials,-0.05056666666666667,-0.05056666666666667,47.471666666666664,47.471666666666664,,,,,3,3,5,0.6
2021-01-25,RealEstate,0.08065,0.08065,54.03249999999999,54.03249999999999,,,,,7,3,5,0.6
2021-01-25,Tech,0.09402884615384616,0.08028846153846153,54.701442307692304,54.01442307692308,,,,,24,4,5,0.8
2021-01-25,Utilities,-0.05748888888888889,-0.05748888888888889,47.12555555555555,47.12555555555555,,,,,9,3,5,0.6
2021-01-26,Comm,-0.05106428571428571,0.07716904761904762,47.44678571428572,53.85845238095238,,,,,10,3,5,0.6
2021-01-26,Consumer,0.03357,0.08624,51.67850000000001,54.312000000000005,,,,,26,5,5,1.0
2021-01-26,Energy,0.06810999999999999,0.06810999999999999,53.405499999999996,53.405499999999996,,,,,8,5,5,1.0
2021-01-26,Financials,-0.007361805555555552,-0.007361805555555552,49.631909722222225,49.631909722222225,,,,,16,4,5,0.8
2021-01-26,Healthcare,0.06286833333333333,0.06286833333333333,53.14341666666667,53.14341666666667,,,,,16,4,5,0.8
2021-01-26,Industrials,0.16304813738892687,0.1730376110731374,58.15240686944634,58.651880553656866,,,,,38,4,5,0.8
2021-01-26,Materials,0.0034333333333333334,0.0034333333333333334,50.17166666666667,50.17166666666667,,,,,3,1,5,0.2
2021-01-26,RealEstate,0.09525833333333333,0.09525833333333333,54.76291666666666,54.76291666666666,,,,,5,2,5,0.4
2021-01-26,Tech,0.2195877777777778,0.2195877777777778,60.979388888888884,60.979388888888884,,,,,22,3,5,0.6
2021-01-26,Utilities,0.053412499999999995,0.053412499999999995,52.670625,52.670625,,,,,8,1,5,0.2
2021-01-27,Comm,-0.0027599999999999986,-0.0027599999999999986,49.862,49.862,,,,,11,2,5,0.4
2021-01-27,Consumer,-0.058402857142857145,-0.058402857142857145,47.079857142857136,47.079857142857136,,,,,22,5,5,1.0
2021-01-27,Energy,0.0939388888888889,0.0939388888888889,54.69694444444444,54.69694444444444,,,,,9,3,5,0.6
2021-01-27,Financials,0.012189999999999993,0.012189999999999993,50.6095,50.6095,,,,,9,5,5,1.0
2021-01-27,Healthcare,0.07227857142857143,0.07227857142857143,53.61392857142857,53.61392857142857,,,,,12,4,5,0.8
2021-01-27,Industrials,-0.05030905797101449,-0.046836231884057965,47.48454710144927,47.658188405797105,,,,,32,4,5,0.8
2021-01-27,Materials,0.0,0.0,50.0,50.0,,,,,3,2,5,0.4
2021-01-27,RealEstate,0.17840000000000003,0.17840000000000003,58.92000000000001,58.92000000000001,,,,,4,2,5,0.4
2021-01-27,Tech,0.0679583333333333,0.0962083333333333,53.39791666666667,54.81041666666666,,,,,8,3,5,0.6
2021-01-27,Utilities,0.0804,0.0804,54.02,54.02,,,,,4,3,5,0.6
2021-01-28,Comm,0.13768229166666668,0.172290625,56.884114583333336,58.61453125,,,,,24,4,5,0.8
2021-01-28,Consumer,0.10682580952380952,0.12319780952380951,55.34129047619047,56.159890476190476,,,,,23,5,5,1.0
2021-01-28,Energy,0.056487499999999996,0.056487499999999996,52.824375,52.824375,,,,,13,4,5,0.8
2021-01-28,Financials,-0.02848611111111111,-0.02848611111111111,48.575694444444444,48.575694444444444,,,,,16,4,5,0.8
2021-01-28,Healthcare,0.19891999999999999,0.19891999999999999,59.946,59.946,,,,,8,4,5,0.8
2021-01-28,Industrials,0.0445915,0.0445915,52.229575,52.229575,,,,,20,5,5,1.0
2021-01-28,Materials,0.202225,0.202225,60.11124999999999,60.11124999999999,,,,,14,4,5,0.8
2021-01-28,RealEstate,0.108825,0.108825,55.44125,55.44125,,,,,4,2,5,0.4
2021-01-28,Tech,-0.06426388888888888,-0.06426388888888888,46.78680555555555,46.78680555555555,,,,,14,4,5,0.8
2021-01-28,Utilities,0.13433333333333333,0.13433333333333333,56.71666666666667,56.71666666666667,,,,,5,3,5,0.6
2021-01-29,Comm,0.05554999999999999,0.05554999999999999,52.777499999999996,52.777499999999996,,,,,17,5,5,1.0
2021-01-29,Consumer,0.08837847222222221,0.08837847222222221,54.41892361111111,54.41892361111111,,,,,17,4,5,0.8
2021-01-29,Energy,-0.3344805555555556,-0.3344805555555556,33.275972222222215,33.275972222222215,,,,,19,3,5,0.6
2021-01-29,Financials,0.09934625,0.09934625,54.9673125,54.9673125,,,,,16,4,5,0.8
2021-01-29,Healthcare,0.06735000000000001,0.06735000000000001,53.3675,53.3675,,,,,6,4,5,0.8
2021-01-29,Industrials,-0.017858333333333337,-0.017858333333333337,49.107083333333335,49.107083333333335,,,,,19,4,5,0.8
2021-01-29,Materials,-0.07185,-0.07185,46.4075,46.4075,,,,,2,2,5,0.4
2021-01-29,RealEstate,0.043425,0.043425,52.17125,52.17125,,,,,3,2,5,0.4
2021-01-29,Tech,0.09478125,0.09478125,54.7390625,54.7390625,,,,,7,4,5,0.8
2021-01-29,Utilities,0.015066666666666667,0.015066666666666667,50.75333333333333,50.75333333333333,,,,,3,3,5,0.6
2021-02-01,Comm,0.27318333333333333,0.27318333333333333,63.659166666666664,63.659166666666664,,,,,11,5,5,1.0
2021-02-01,Consumer,0.04089333333333332,0.04089333333333332,52.044666666666664,52.044666666666664,,,,,20,5,5,1.0
2021-02-01,Energy,-0.03981878787878788,-0.03981878787878788,48.00906060606061,48.00906060606061,,,,,30,5,5,1.0
2021-02-01,Financials,0.08186375,0.08186375,54.09318749999999,54.09318749999999,,,,,18,4,5,0.8
2021-02-01,Healthcare,0.1953,0.1953,59.765,59.765,,,,,11,5,5,1.0
2021-02-01,Industrials,0.03031771428571429,0.03031771428571429,51.515885714285716,51.515885714285716,,,,,19,5,5,1.0
2021-02-01,Materials,0.15877500000000003,0.17577500000000001,57.938750000000006,58.78875,,,,,10,4,5,0.8
2021-02-01,RealEstate,0.0236,0.0236,51.18000000000001,51.18000000000001,,,,,3,3,5,0.6
2021-02-01,Tech,0.21886464285714285,0.21886464285714285,60.94323214285714,60.94323214285714,,,,,15,4,5,0.8
2021-02-01,Utilities,0.2015,0.2015,60.075,60.075,,,,,2,1,5,0.2
2021-02-02,Comm,0.06943666666666667,0.06943666666666667,53.47183333333333,53.47183333333333,,,,,18,5,5,1.0
2021-02-02,Consumer,0.07493666666666667,0.07493666666666667,53.746833333333335,53.746833333333335,,,,,14,5,5,1.0
2021-02-02,Energy,0.06969473684210527,0.07838245614035089,53.484736842105264,53.91912280701754,,,,,23,3,5,0.6
2021-02-02,Financials,0.22232708333333334,0.24408541666666667,61.11635416666667,62.20427083333333,,,,,16,4,5,0.8
2021-02-02,Healthcare,0.02794166666666667,0.02794166666666667,51.397083333333335,51.397083333333335,,,,,16,3,5,0.6
2021-02-02,Industrials,0.02127836538461538,0.039959134615384605,51.06391826923077,51.99795673076923,,,,,20,4,5,0.8
2021-02-02,Materials,0.0,0.0,50.0,50.0,,,,,1,1,5,0.2
2021-02-02,RealEstate,0.008577777777777778,0.008577777777777778,50.42888888888889,50.42888888888889,,,,,6,3,5,0.6
2021-02-02,Tech,0.1887875,0.1887875,59.439375000000005,59.439375000000005,,,,,6,4,5,0.8
2021-02-02,Utilities,0.0168,0.0168,50.839999999999996,50.839999999999996,,,,,1,1,5,0.2
2021-02-03,Comm,0.004394444444444445,0.004394444444444445,50.21972222222222,50.21972222222222,,,,,10,3,5,0.6
2021-02-03,Consumer,-0.005812500000000002,0.0035958333333333294,49.709375,50.17979166666666,,,,,19,4,5,0.8
2021-02-03,Energy,-0.021191666666666668,-0.021191666666666668,48.940416666666664,48.940416666666664,,,,,11,3,5,0.6
2021-02-03,Financials,0.14870916666666667,0.14870916666666667,57.43545833333334,57.43545833333334,,,,,13,4,5,0.8
2021-02-03,Healthcare,0.13548083333333333,0.15228583333333334,56.77404166666666,57.614291666666674,,,,,24,4,5,0.8
2021-02-03,Industrials,0.03495416666666667,0.03495416666666667,51.74770833333333,51.74770833333333,,,,,9,4,5,0.8
2021-02-03,Materials,0.04086666666666667,0.04086666666666667,52.04333333333333,52.04333333333333,,,,,3,3,5,0.6
2021-02-03,RealEstate,0.07441666666666667,0.07441666666666667,53.72083333333333,53.72083333333333,,,,,4,2,5,0.4
2021-02-03,Tech,0.07382083333333335,0.07382083333333335,53.69104166666667,53.69104166666667,,,,,14,3,5,0.6
2021-02-03,Utilities,-0.023633333333333326,-0.023633333333333326,48.818333333333335,48.818333333333335,,,,,6,3,5,0.6
2021-02-04,Comm,0.09448541666666667,0.09448541666666667,54.724270833333335,54.724270833333335,,,,,9,4,5,0.8
2021-02-04,Consumer,0.06805333333333333,0.06805333333333333,53.40266666666666,53.40266666666666,,,,,16,5,5,1.0
2021-02-04,Energy,-0.08099999999999999,-0.08099999999999999,45.95,45.95,,,,,8,4,5,0.8
2021-02-04,Financials,-0.0653975,0.0655525,46.730125,53.27762499999999,,,,,11,4,5,0.8
2021-02-04,Healthcare,0.03299590909090909,0.03299590909090909,51.649795454545455,51.649795454545455,,,,,19,5,5,1.0
2021-02-04,Industrials,0.1451,0.1451,57.255,57.255,,,,,5,3,5,0.6
2021-02-04,Materials,,,,,,,,,0,0,5,0.0
2021-02-04,RealEstate,0.0,0.0,50.0,50.0,,,,,2,2,5,0.4
2021-02-04,Tech,0.03848556998556999,0.03848556998556999,51.9242784992785,51.9242784992785,,,,,21,3,5,0.6
2021-02-04,Utilities,0.25766666666666665,0.25766666666666665,62.88333333333333,62.88333333333333,,,,,3,1,5,0.2
2021-02-05,Comm,0.099341,0.099341,54.96704999999999,54.96704999999999,,,,,12,5,5,1.0
2021-02-05,Consumer,-0.015886666666666664,0.006780000000000006,49.205666666666666,50.339,,,,,14,5,5,1.0
2021-02-05,Energy,-0.09150916666666667,-0.09150916666666667,45.42454166666667,45.42454166666667,,,,,11,4,5,0.8
2021-02-05,Financials,0.13809166666666667,0.13809166666666667,56.904583333333335,56.904583333333335,,,,,9,4,5,0.8
2021-02-05,Healthcare,0.29886833333333335,0.31586833333333336,64.94341666666666,65.79341666666667,,,,,10,4,5,0.8
2021-02-05,Industrials,-0.052062500000000005,-0.052062500000000005,47.396875,47.396875,,,,,5,4,5,0.8
2021-02-05,Materials,0.0071,0.0071,50.355000000000004,50.355000000000004,,,,,3,2,5,0.4
2021-02-05,RealEstate,0.1977,0.1977,59.885,59.885,,,,,2,1,5,0.2
2021-02-05,Tech,0.018470833333333325,0.018470833333333325,50.92354166666666,50.92354166666666,,,,,8,4,5,0.8
2021-02-05,Utilities,0.03106666666666667,0.03106666666666667,51.55333333333333,51.55333333333333,,,,,3,3,5,0.6
2021-02-08,Comm,-0.03685166666666667,-0.03685166666666667,48.15741666666666,48.15741666666666,,,,,21,5,5,1.0
2021-02-08,Consumer,0.08497771428571428,0.10178342857142857,54.24888571428571,55.089171428571426,,,,,38,5,5,1.0
2021-02-08,Energy,0.13439500000000001,0.29374,56.719750000000005,64.68700000000001,,,,,25,5,5,1.0
2021-02-08,Financials,0.05698642857142856,0.05698642857142856,52.84932142857143,52.84932142857143,,,,,16,4,5,0.8
2021-02-08,Healthcare,0.008050000000000002,0.008050000000000002,50.402499999999996,50.402499999999996,,,,,4,4,5,0.8
2021-02-08,Industrials,0.11143928571428571,0.11143928571428571,55.57196428571428,55.57196428571428,,,,,19,4,5,0.8
2021-02-08,Materials,-0.157125,-0.157125,42.143750000000004,42.143750000000004,,,,,3,2,5,0.4
2021-02-08,RealEstate,0.11366666666666668,0.11366666666666668,55.68333333333333,55.68333333333333,,,,,4,3,5,0.6
2021-02-08,Tech,0.09966249999999999,0.09966249999999999,54.983125,54.983125,,,,,5,2,5,0.4
2021-02-08,Utilities,0.16369999999999998,0.16369999999999998,58.184999999999995,58.184999999999995,,,,,3,2,5,0.4
